교차로코드,입력일자,교차로명칭,유형코드,연동교차로코드,구코드 (공통);,지번,구경찰서 (공통);,신경찰서 (공통);,작업구분 (공통);,표출구분 (공통);,고객번호,계약종별,계량기번호,도로구분 (공통);,관할사업소 (공통);,교차로관리번호,공간데이터,신규정규화ID,이력ID,동코드 (공통);,공사형태 (공통);,지도표출구분,X좌표,Y좌표,경도,위도,geometry
3494,,삼일교,3,0.0,230.0,1205도,150.0,200.0,1,2,,,,2.0,109.0,82-0000003696,,,3696,10300.0,,N,203173.756203805,553697.972849284,127.03593161657793,37.58283109486414,POINT (127.03593161657791 37.58283109486414)
3496,,종암초교,3,191.0,230.0,104-73도,200.0,200.0,1,2,,,,1.0,109.0,82-0000001359,,4353954.0,1359,10200.0,,N,202632.94774952,553523.969778,127.02980824038174,37.58126504352548,POINT (127.02980824038174 37.58126504352548)
3506,,제기1새마을금고,3,0.0,230.0,851도,150.0,200.0,1,2,,,,2.0,109.0,82-0000004497,,,4497,10300.0,,N,203684.46436066,553721.702447276,127.04171370661751,37.58304299532247,POINT (127.04171370661751 37.58304299532247)
3507,,소화유치원,3,0.0,230.0,55-11천,200.0,200.0,1,2,,,,1.0,109.0,82-0000003622,,4363881.0,3622,10300.0,,N,203089.018408267,553695.899363789,127.03497225076896,37.58281270102353,POINT (127.03497225076896 37.58281270102353)
3532,,전농초교,3,0.0,230.0,362-6 대,200.0,200.0,1,2,,,,1.0,109.0,82-0000004078,,5302007.0,4078,10400.0,,N,204713.5997179,552780.20463775,127.0533590166773,37.57455546719282,POINT (127.0533590166773 37.57455546719282)
635,,서울시립대앞,3,0.0,230.0,103-25대,200.0,200.0,1,2,,,,1.0,109.0,82-0000000981,,5304102.0,981,10400.0,,N,204733.197595563,553761.382674918,127.0535872043085,37.58339571852194,POINT (127.0535872043085 37.58339571852194)
657,,시립동부병원앞,3,0.0,230.0,112-75대,200.0,200.0,1,2,,,,1.0,109.0,82-0000004084,,4361093.0,4084,10200.0,,N,202707.563659868,552709.862991904,127.03064997836184,37.57392977285973,POINT (127.03064997836184 37.57392977285973)
48,,회기역앞,3,0.0,230.0,346-99 종,200.0,200.0,1,2,,,,1.0,109.0,82-0000003433,,5305552.0,3433,10800.0,,N,204941.118067304,554502.680739829,127.05594618705588,37.59007366585228,POINT (127.05594618705588 37.59007366585228)
49,,시조사삼거리,3,0.0,230.0,67-7도,150.0,200.0,1,2,,,,1.0,109.0,82-0000003176,,,3176,10800.0,,N,204746.696487982,554300.433543869,127.0537435245059,37.58825245748404,POINT (127.0537435245059 37.58825245748404)
50,,홍파초교,3,0.0,230.0,856도,150.0,200.0,1,2,,,,1.0,109.0,82-0000001249,,,1249,10300.0,,N,203389.44734022,554115.832411072,127.03837549154868,37.58659521154727,POINT (127.03837549154869 37.58659521154727)
55,,신답역,3,0.0,230.0,524-1도,150.0,200.0,1,2,,,,1.0,109.0,82-0000001776,,,1776,10500.0,,N,204302.400963976,552257.120012785,127.04870108620058,37.569844514362714,POINT (127.04870108620058 37.569844514362714)
88,,동대문구청,3,0.0,230.0,47-1도,150.0,200.0,1,2,,,,1.0,109.0,82-0000002779,,,2779,10200.0,,N,203363.321789362,552728.376418257,127.03807333059392,37.57409441713838,POINT (127.03807333059393 37.57409441713838)
89,,동대문중,3,0.0,230.0,524-1도,150.0,200.0,1,2,,,,1.0,109.0,82-0000001225,,,1225,10500.0,,N,204613.498946503,552647.185739044,127.0522250167502,37.57335748106091,POINT (127.05222501675019 37.57335748106091)
90,,답십리사거리,3,0.0,230.0,68-6대,150.0,200.0,1,2,,,,1.0,109.0,82-0000003261,,,3261,10500.0,,N,205072.558158584,552596.290059829,127.05742123342682,37.572896500535926,POINT (127.05742123342682 37.572896500535926)
149,,답십리역,3,0.0,200.0,127도,180.0,180.0,1,2,,,,1.0,109.0,82-0000000970,,,970,12200.0,,N,204833.453875921,551757.199114833,127.05470905005924,37.56533761737164,POINT (127.05470905005924 37.56533761737164)
168,,영휘원앞,3,0.0,230.0,819도,150.0,200.0,1,2,,,,1.0,109.0,82-0000002892,,,2892,10700.0,,N,203805.068147653,554130.185254031,127.04308124440182,37.5867229059472,POINT (127.04308124440182 37.5867229059472)
252,,배봉초교,3,0.0,230.0,95-1대,200.0,200.0,1,2,,,,1.0,109.0,82-0000004898,,5322792.0,4898,10600.0,,N,206043.927049627,553237.054149615,127.06842238093066,37.57866388536098,POINT (127.06842238093066 37.57866388536098)
272,,이문동삼거리,3,0.0,230.0,330-33대,200.0,200.0,1,2,,,,1.0,109.0,82-0000002103,,5318632.0,2103,11000.0,,N,205479.66977013,555935.798508722,127.062054698823,37.60298287779672,POINT (127.06205469882299 37.60298287779672)
274,,외국어대,3,0.0,230.0,262-7대,200.0,200.0,1,2,,,,1.0,109.0,82-0000004354,,5316292.0,4354,11000.0,,N,205323.501643019,555211.27599463,127.06028090173515,37.59645591633974,POINT (127.06028090173515 37.59645591633974)
302,,삼육서울병원앞,3,0.0,230.0,168-82대,200.0,200.0,1,2,,,,1.0,109.0,82-0000003347,,5315655.0,3347,10900.0,,N,205507.981148403,554512.155359468,127.06236460555112,37.59015581473182,POINT (127.06236460555111 37.59015581473182)
304,,떡전교사거리,3,0.0,230.0,620-67도,150.0,200.0,1,2,,,,1.0,109.0,82-0000002863,,,2863,10700.0,,N,204547.048016631,554015.75053075,127.05148127879556,37.58568849258385,POINT (127.05148127879555 37.58568849258385)
362,,용두동사거리,3,0.0,230.0,237-10도,150.0,200.0,1,2,,,,1.0,109.0,82-0000001777,,,1777,10200.0,,Y,202690.631880123,553134.514194561,127.0304598668229,37.57775590601088,POINT (127.0304598668229 37.57775590601088)
366,,장안동사거리,3,0.0,230.0,469-15도,150.0,200.0,1,2,,,,1.0,109.0,82-0000002894,,,2894,10600.0,,N,206332.828648412,552536.817926914,127.07168694150184,37.572352858914854,POINT (127.07168694150185 37.572352858914854)
373,,장한평역,3,0.0,230.0,472-2도,150.0,200.0,1,2,,,,1.0,109.0,82-0000000857,,,857,10600.0,,N,205709.485901653,551330.221890865,127.06462138060786,37.561485559051086,POINT (127.06462138060786 37.561485559051086)
468,,중랑교,3,0.0,230.0,42-4 구,150.0,200.0,1,2,,,,1.0,109.0,82-0000002352,,,2352,10900.0,,Y,205936.582965945,554668.976318386,127.06721875548315,37.59156609459458,POINT (127.06721875548315 37.59156609459458)
470,,전농1동,3,0.0,230.0,666도,200.0,200.0,1,2,,,,1.0,109.0,82-0000002872,,4392032.0,2872,10400.0,,N,204201.794037708,552942.861023383,127.0475661945313,37.57602346853607,POINT (127.0475661945313 37.57602346853607)
499,,성바오로병원,3,0.0,230.0,65도,150.0,200.0,1,2,,,,1.0,109.0,82-0000004177,,,4177,10300.0,,N,203747.977337004,553307.254415003,127.04243065011126,37.57930858936099,POINT (127.04243065011126 37.57930858936099)
500,,경동시장,3,0.0,230.0,65도,150.0,200.0,1,2,,,,1.0,109.0,82-0000002553,,,2553,10300.0,,N,203386.639849078,553181.778835726,127.03833938902352,37.57817946154752,POINT (127.03833938902352 37.57817946154752)
502,,촬영소사거리,3,0.0,230.0,147-1 도,150.0,200.0,1,2,,,,1.0,109.0,82-0000003573,,,3573,10600.0,,N,205860.191693433,552581.901147857,127.06633710554198,37.57276218382578,POINT (127.06633710554198 37.57276218382578)
536,,청계9가,3,0.0,230.0,127-4대,200.0,200.0,1,2,,,,1.0,109.0,82-0000000686,,4361006.0,686,10200.0,,N,202680.669537719,552285.61412023,127.03034398249956,37.57010739045976,POINT (127.03034398249955 37.57010739045976)
565,,전농동사거리,3,0.0,230.0,295-17도,150.0,200.0,1,2,,,,1.0,109.0,82-0000001080,,,1080,10400.0,,N,205106.827929125,553109.598082012,127.05781274151305,37.57752118652117,POINT (127.05781274151305 37.57752118652117)
591,,청량리역,3,0.0,230.0,235-11대,200.0,200.0,1,2,,,,1.0,109.0,82-0000000182,,4383532.0,182,10700.0,,N,203976.911484744,553403.096202655,127.0450229205634,37.58017115775281,POINT (127.04502292056341 37.58017115775281)
5288,,답십리삼거리,3,0.0,230.0,530-26천,150.0,200.0,1,2,,,,1.0,109.0,82-0000003134,,,3134,10500.0,,N,204989.602796116,551615.720999435,127.05647551029644,37.56406207326547,POINT (127.05647551029645 37.56406207326547)
3425,,우리은행장안,3,0.0,230.0,469-9도,150.0,200.0,1,2,,,,2.0,109.0,82-0000003574,,,3574,10600.0,,N,205977.104236584,551833.161990458,127.06765444729994,37.56601533124209,POINT (127.06765444729994 37.56601533124209)
3491,,동대문경찰서,3,0.0,230.0,819도,150.0,200.0,1,2,,,,2.0,109.0,82-0000004393,,,4393,10700.0,,N,203909.816125388,553731.979169974,127.04426508341932,37.58313465873677,POINT (127.04426508341933 37.58313465873677)
276,,장안지하차도,3,0.0,230.0,727-640천,200.0,200.0,1,2,,,,1.0,109.0,82-0000005324,,5343034.0,5324,10600.0,,N,206704.023462446,553402.942479107,127.07589674367476,37.58015395998267,POINT (127.07589674367475 37.58015395998267)
6975,,답십리래미안위브309동앞,3,,230.0,105-1학,200.0,200.0,1,2,,,,2.0,109.0,82-0000006645,,5301132.0,6645,10500.0,,,204759.291230457,552409.841493599,127.0538738509088,37.57121828042301,POINT (127.05387385090881 37.57121828042301)
7740,,안암오거리(연등)2,3,,230.0,103-9 대,190.0,190.0,1,2,,,,1.0,109.0,82-0000007410,,4353882.0,7410,10300.0,,,202615.07082573,553650.6679762,127.02960630345802,37.582406636972735,POINT (127.02960630345802 37.582406636972735)
7012,,포레스트스퀘어,3,,230.0,36-1도,200.0,200.0,1,2,,,,1.0,109.0,82-0000006682,,5300763.0,6682,10500.0,,,205035.069400469,552050.76015798,127.05699311633568,37.56798150956808,POINT (127.05699311633569 37.56798150956808)
6967,,청계8가,3,,230.0,96-11도,200.0,200.0,1,2,,,,1.0,109.0,82-0000006637,,4341745.0,6637,10100.0,,,202065.516641169,552497.417048891,127.02338132349146,37.57201730904396,POINT (127.02338132349146 37.57201730904396)
8657,,경희의료원,3,,230.0,1-5 학,200.0,200.0,1,2,,,,2.0,109.0,82-0000008327,,4396902.0,8327,10800.0,,N,204637.84817212,554785.068423613,127.05251417954123,37.59261953325125,POINT (127.05251417954125 37.59261953325125)
